business_id,Ambience,value
FiXamVMgMf9U0VqFHDZSEA,intimate,False
FiXamVMgMf9U0VqFHDZSEA,touristy,False
FiXamVMgMf9U0VqFHDZSEA,hipster,False
FiXamVMgMf9U0VqFHDZSEA,divey,False
FiXamVMgMf9U0VqFHDZSEA,classy,False
FiXamVMgMf9U0VqFHDZSEA,trendy,False
FiXamVMgMf9U0VqFHDZSEA,upscale,False
FiXamVMgMf9U0VqFHDZSEA,casual,True
uLnDFdn011hEroQQMLmxNQ,romantic,False
uLnDFdn011hEroQQMLmxNQ,intimate,False
uLnDFdn011hEroQQMLmxNQ,classy,False
uLnDFdn011hEroQQMLmxNQ,hipster,False
uLnDFdn011hEroQQMLmxNQ,divey,False
uLnDFdn011hEroQQMLmxNQ,touristy,False
uLnDFdn011hEroQQMLmxNQ,trendy,False
uLnDFdn011hEroQQMLmxNQ,upscale,False
uLnDFdn011hEroQQMLmxNQ,casual,False
eznh0XjVtv924K-KYx_ilQ,romantic,False
eznh0XjVtv924K-KYx_ilQ,intimate,False
eznh0XjVtv924K-KYx_ilQ,classy,False
eznh0XjVtv924K-KYx_ilQ,hipster,False
eznh0XjVtv924K-KYx_ilQ,divey,False
eznh0XjVtv924K-KYx_ilQ,touristy,False
eznh0XjVtv924K-KYx_ilQ,trendy,False
eznh0XjVtv924K-KYx_ilQ,upscale,False
eznh0XjVtv924K-KYx_ilQ,casual,True
usSROUMiAgPcxV3Ym0OxMQ,romantic,False
usSROUMiAgPcxV3Ym0OxMQ,intimate,False
usSROUMiAgPcxV3Ym0OxMQ,classy,False
usSROUMiAgPcxV3Ym0OxMQ,hipster,False
usSROUMiAgPcxV3Ym0OxMQ,divey,False
usSROUMiAgPcxV3Ym0OxMQ,touristy,False
usSROUMiAgPcxV3Ym0OxMQ,trendy,False
usSROUMiAgPcxV3Ym0OxMQ,upscale,False
usSROUMiAgPcxV3Ym0OxMQ,casual,True
53Yk2EODWnV9qHQECzeHVQ,romantic,False
53Yk2EODWnV9qHQECzeHVQ,intimate,False
53Yk2EODWnV9qHQECzeHVQ,touristy,False
53Yk2EODWnV9qHQECzeHVQ,hipster,False
53Yk2EODWnV9qHQECzeHVQ,divey,False
53Yk2EODWnV9qHQECzeHVQ,classy,False
53Yk2EODWnV9qHQECzeHVQ,trendy,False
53Yk2EODWnV9qHQECzeHVQ,upscale,False
53Yk2EODWnV9qHQECzeHVQ,casual,False
iBZRphMDFcS2aMbawc1OvA,romantic,False
iBZRphMDFcS2aMbawc1OvA,intimate,False
iBZRphMDFcS2aMbawc1OvA,touristy,False
iBZRphMDFcS2aMbawc1OvA,hipster,False
iBZRphMDFcS2aMbawc1OvA,divey,False
iBZRphMDFcS2aMbawc1OvA,classy,False
iBZRphMDFcS2aMbawc1OvA,trendy,False
iBZRphMDFcS2aMbawc1OvA,upscale,False
iBZRphMDFcS2aMbawc1OvA,casual,False
GJAv1nAfnHuab8oRyr8mXg,romantic,False
GJAv1nAfnHuab8oRyr8mXg,intimate,False
GJAv1nAfnHuab8oRyr8mXg,classy,False
GJAv1nAfnHuab8oRyr8mXg,hipster,False
GJAv1nAfnHuab8oRyr8mXg,divey,False
GJAv1nAfnHuab8oRyr8mXg,touristy,False
GJAv1nAfnHuab8oRyr8mXg,trendy,False
GJAv1nAfnHuab8oRyr8mXg,upscale,False
GJAv1nAfnHuab8oRyr8mXg,casual,False
r8BwdblCW-ZUES37BL0khw,romantic,False
r8BwdblCW-ZUES37BL0khw,intimate,False
r8BwdblCW-ZUES37BL0khw,classy,False
r8BwdblCW-ZUES37BL0khw,hipster,False
r8BwdblCW-ZUES37BL0khw,divey,False
r8BwdblCW-ZUES37BL0khw,touristy,False
r8BwdblCW-ZUES37BL0khw,trendy,False
r8BwdblCW-ZUES37BL0khw,upscale,False
r8BwdblCW-ZUES37BL0khw,casual,False
mIiHJkpK8nZvW_45LlhrbA,romantic,False
mIiHJkpK8nZvW_45LlhrbA,intimate,False
mIiHJkpK8nZvW_45LlhrbA,touristy,False
mIiHJkpK8nZvW_45LlhrbA,hipster,False
mIiHJkpK8nZvW_45LlhrbA,divey,False
mIiHJkpK8nZvW_45LlhrbA,classy,False
mIiHJkpK8nZvW_45LlhrbA,trendy,False
mIiHJkpK8nZvW_45LlhrbA,upscale,False
mIiHJkpK8nZvW_45LlhrbA,casual,False
OZfpG8tDCcIEq8pzgZdyKw,romantic,False
OZfpG8tDCcIEq8pzgZdyKw,intimate,False
OZfpG8tDCcIEq8pzgZdyKw,classy,False
OZfpG8tDCcIEq8pzgZdyKw,hipster,False
OZfpG8tDCcIEq8pzgZdyKw,divey,False
OZfpG8tDCcIEq8pzgZdyKw,touristy,False
OZfpG8tDCcIEq8pzgZdyKw,trendy,False
OZfpG8tDCcIEq8pzgZdyKw,upscale,False
OZfpG8tDCcIEq8pzgZdyKw,casual,False
8Nm_jcCYtMXYW0ODSHDiXA,romantic,False
8Nm_jcCYtMXYW0ODSHDiXA,intimate,False
8Nm_jcCYtMXYW0ODSHDiXA,touristy,False
8Nm_jcCYtMXYW0ODSHDiXA,hipster,False
8Nm_jcCYtMXYW0ODSHDiXA,divey,False
8Nm_jcCYtMXYW0ODSHDiXA,classy,False
8Nm_jcCYtMXYW0ODSHDiXA,trendy,False
8Nm_jcCYtMXYW0ODSHDiXA,upscale,False
8Nm_jcCYtMXYW0ODSHDiXA,casual,False
T49ZvBa6mD4xHSmjHe-ArA,romantic,False
T49ZvBa6mD4xHSmjHe-ArA,intimate,False
T49ZvBa6mD4xHSmjHe-ArA,classy,False
T49ZvBa6mD4xHSmjHe-ArA,hipster,False
T49ZvBa6mD4xHSmjHe-ArA,divey,False
T49ZvBa6mD4xHSmjHe-ArA,touristy,False
T49ZvBa6mD4xHSmjHe-ArA,trendy,False
T49ZvBa6mD4xHSmjHe-ArA,upscale,False
T49ZvBa6mD4xHSmjHe-ArA,casual,False
eOv0Dbq2E8sd0CKMAqTImw,romantic,False
eOv0Dbq2E8sd0CKMAqTImw,intimate,False
eOv0Dbq2E8sd0CKMAqTImw,touristy,False
eOv0Dbq2E8sd0CKMAqTImw,hipster,False
eOv0Dbq2E8sd0CKMAqTImw,divey,False
eOv0Dbq2E8sd0CKMAqTImw,classy,False
eOv0Dbq2E8sd0CKMAqTImw,trendy,False
eOv0Dbq2E8sd0CKMAqTImw,upscale,False
eOv0Dbq2E8sd0CKMAqTImw,casual,True
