business_id,hours,open,close
HwwEfnZKLNOUoqfgcwAgcQ,Wednesday,10:00,21:00
HwwEfnZKLNOUoqfgcwAgcQ,Thursday,10:00,21:00
HwwEfnZKLNOUoqfgcwAgcQ,Sunday,11:00,20:00
HwwEfnZKLNOUoqfgcwAgcQ,Saturday,10:00,22:00
EoAY1JSVeJriBzId8lUQwQ,Monday,11:00,02:00
EoAY1JSVeJriBzId8lUQwQ,Tuesday,11:00,02:00
EoAY1JSVeJriBzId8lUQwQ,Friday,11:00,02:00
EoAY1JSVeJriBzId8lUQwQ,Wednesday,11:00,02:00
EoAY1JSVeJriBzId8lUQwQ,Thursday,11:00,02:00
EoAY1JSVeJriBzId8lUQwQ,Sunday,11:00,02:00
EoAY1JSVeJriBzId8lUQwQ,Saturday,11:00,02:00
Y4CcDDyMoDpK7BbpKawWjw,Monday,08:00,17:00
Y4CcDDyMoDpK7BbpKawWjw,Tuesday,08:00,17:00
Y4CcDDyMoDpK7BbpKawWjw,Friday,08:00,17:00
Y4CcDDyMoDpK7BbpKawWjw,Wednesday,08:00,17:00
Y4CcDDyMoDpK7BbpKawWjw,Thursday,08:00,17:00
Y4CcDDyMoDpK7BbpKawWjw,Sunday,12:00,17:00
Y4CcDDyMoDpK7BbpKawWjw,Saturday,08:00,17:00
TfvWSIAMFZ9zI3y2-K6wOA,Monday,11:00,22:00
TfvWSIAMFZ9zI3y2-K6wOA,Tuesday,11:00,22:00
TfvWSIAMFZ9zI3y2-K6wOA,Friday,11:00,22:30
TfvWSIAMFZ9zI3y2-K6wOA,Wednesday,11:00,22:00
TfvWSIAMFZ9zI3y2-K6wOA,Thursday,11:00,22:00
TfvWSIAMFZ9zI3y2-K6wOA,Sunday,12:00,22:00
TfvWSIAMFZ9zI3y2-K6wOA,Saturday,11:00,22:30
6p9TlP2I8S4agxYMNFSDjg,Monday,11:00,23:00
6p9TlP2I8S4agxYMNFSDjg,Tuesday,11:00,23:00
6p9TlP2I8S4agxYMNFSDjg,Friday,11:00,23:00
6p9TlP2I8S4agxYMNFSDjg,Wednesday,11:00,23:00
6p9TlP2I8S4agxYMNFSDjg,Thursday,11:00,23:00
6p9TlP2I8S4agxYMNFSDjg,Sunday,11:00,00:00
6p9TlP2I8S4agxYMNFSDjg,Saturday,11:00,00:00
XhbC5Qj5nBcqcKLPRd8izQ,Monday,10:00,21:00
XhbC5Qj5nBcqcKLPRd8izQ,Tuesday,10:00,21:00
XhbC5Qj5nBcqcKLPRd8izQ,Friday,10:00,21:00
XhbC5Qj5nBcqcKLPRd8izQ,Wednesday,10:00,21:00
XhbC5Qj5nBcqcKLPRd8izQ,Thursday,10:00,21:00
XhbC5Qj5nBcqcKLPRd8izQ,Sunday,12:00,18:00
XhbC5Qj5nBcqcKLPRd8izQ,Saturday,10:00,21:00
FituZ4jYzRe41ac9uvcHaQ,Monday,10:00,21:00
FituZ4jYzRe41ac9uvcHaQ,Tuesday,10:00,21:00
FituZ4jYzRe41ac9uvcHaQ,Friday,10:00,21:00
FituZ4jYzRe41ac9uvcHaQ,Wednesday,10:00,21:00
FituZ4jYzRe41ac9uvcHaQ,Thursday,10:00,21:00
FituZ4jYzRe41ac9uvcHaQ,Sunday,11:00,18:00
FituZ4jYzRe41ac9uvcHaQ,Saturday,10:00,21:00
JDDeaNfb0JXD1NbznSIC9g,Monday,11:00,22:30
JDDeaNfb0JXD1NbznSIC9g,Tuesday,11:00,22:30
JDDeaNfb0JXD1NbznSIC9g,Friday,11:00,23:30
JDDeaNfb0JXD1NbznSIC9g,Wednesday,11:00,22:30
JDDeaNfb0JXD1NbznSIC9g,Thursday,11:00,22:30
JDDeaNfb0JXD1NbznSIC9g,Sunday,11:00,22:30
JDDeaNfb0JXD1NbznSIC9g,Saturday,11:00,23:30
oPX8bpZ3dqviYQuic0Ahqw,Monday,10:00,21:00
oPX8bpZ3dqviYQuic0Ahqw,Tuesday,10:00,21:00
oPX8bpZ3dqviYQuic0Ahqw,Friday,10:00,21:00
oPX8bpZ3dqviYQuic0Ahqw,Wednesday,10:00,21:00
oPX8bpZ3dqviYQuic0Ahqw,Thursday,10:00,21:00
oPX8bpZ3dqviYQuic0Ahqw,Sunday,12:00,18:00
oPX8bpZ3dqviYQuic0Ahqw,Saturday,10:00,21:00
FiXamVMgMf9U0VqFHDZSEA,Monday,06:30,21:00
FiXamVMgMf9U0VqFHDZSEA,Tuesday,06:30,21:00
FiXamVMgMf9U0VqFHDZSEA,Friday,06:30,22:00
FiXamVMgMf9U0VqFHDZSEA,Wednesday,06:30,21:00
FiXamVMgMf9U0VqFHDZSEA,Thursday,06:30,21:00
FiXamVMgMf9U0VqFHDZSEA,Sunday,08:00,20:00
FiXamVMgMf9U0VqFHDZSEA,Saturday,07:00,22:00
DMy5IG-dNrH4ARk96KngEA,Monday,10:00,21:00
DMy5IG-dNrH4ARk96KngEA,Tuesday,10:00,21:00
DMy5IG-dNrH4ARk96KngEA,Friday,10:00,21:00
DMy5IG-dNrH4ARk96KngEA,Wednesday,10:00,21:00
DMy5IG-dNrH4ARk96KngEA,Thursday,10:00,21:00
DMy5IG-dNrH4ARk96KngEA,Sunday,11:00,18:00
DMy5IG-dNrH4ARk96KngEA,Saturday,09:30,21:00
rdATJvFQK4C73NIQ3zoY3w,Monday,10:00,21:00
rdATJvFQK4C73NIQ3zoY3w,Tuesday,10:00,21:00
rdATJvFQK4C73NIQ3zoY3w,Friday,10:00,21:00
rdATJvFQK4C73NIQ3zoY3w,Wednesday,10:00,21:00
rdATJvFQK4C73NIQ3zoY3w,Thursday,10:00,21:00
rdATJvFQK4C73NIQ3zoY3w,Sunday,11:00,18:00
rdATJvFQK4C73NIQ3zoY3w,Saturday,10:00,21:00
eznh0XjVtv924K-KYx_ilQ,Monday,06:00,00:00
eznh0XjVtv924K-KYx_ilQ,Tuesday,06:00,00:00
eznh0XjVtv924K-KYx_ilQ,Friday,06:00,01:00
eznh0XjVtv924K-KYx_ilQ,Wednesday,06:00,00:00
eznh0XjVtv924K-KYx_ilQ,Thursday,06:00,00:00
eznh0XjVtv924K-KYx_ilQ,Sunday,06:00,00:00
eznh0XjVtv924K-KYx_ilQ,Saturday,06:00,01:00
LQFWH1AKJlXGmEBlIKsBCw,Monday,09:30,21:30
LQFWH1AKJlXGmEBlIKsBCw,Tuesday,09:30,21:30
LQFWH1AKJlXGmEBlIKsBCw,Friday,09:30,21:30
LQFWH1AKJlXGmEBlIKsBCw,Wednesday,09:30,21:30
LQFWH1AKJlXGmEBlIKsBCw,Thursday,09:30,21:30
LQFWH1AKJlXGmEBlIKsBCw,Sunday,11:00,20:00
LQFWH1AKJlXGmEBlIKsBCw,Saturday,09:30,21:30
usSROUMiAgPcxV3Ym0OxMQ,Monday,11:30,23:00
usSROUMiAgPcxV3Ym0OxMQ,Tuesday,11:30,23:00
usSROUMiAgPcxV3Ym0OxMQ,Friday,11:30,00:00
usSROUMiAgPcxV3Ym0OxMQ,Wednesday,11:30,23:00
usSROUMiAgPcxV3Ym0OxMQ,Thursday,11:30,23:00
usSROUMiAgPcxV3Ym0OxMQ,Sunday,11:00,22:00
usSROUMiAgPcxV3Ym0OxMQ,Saturday,11:30,00:00
GlYPVYSOVT7zn00Kk_Oz4g,Monday,09:00,21:30
GlYPVYSOVT7zn00Kk_Oz4g,Tuesday,09:00,21:30
GlYPVYSOVT7zn00Kk_Oz4g,Friday,09:00,21:30
GlYPVYSOVT7zn00Kk_Oz4g,Wednesday,09:00,21:30
GlYPVYSOVT7zn00Kk_Oz4g,Thursday,09:00,21:30
GlYPVYSOVT7zn00Kk_Oz4g,Sunday,10:00,19:00
GlYPVYSOVT7zn00Kk_Oz4g,Saturday,09:00,21:30
bCw9HKDFLU_PppnNg-nIlw,Monday,06:00,00:00
bCw9HKDFLU_PppnNg-nIlw,Tuesday,06:00,00:00
bCw9HKDFLU_PppnNg-nIlw,Friday,06:00,00:00
bCw9HKDFLU_PppnNg-nIlw,Wednesday,06:00,00:00
bCw9HKDFLU_PppnNg-nIlw,Thursday,06:00,00:00
bCw9HKDFLU_PppnNg-nIlw,Sunday,06:00,00:00
bCw9HKDFLU_PppnNg-nIlw,Saturday,06:00,00:00
hnHt6EinzC-IX6y3GSF7jw,Tuesday,07:00,16:30
hnHt6EinzC-IX6y3GSF7jw,Friday,07:00,16:30
hnHt6EinzC-IX6y3GSF7jw,Wednesday,07:00,16:30
hnHt6EinzC-IX6y3GSF7jw,Thursday,07:00,16:30
hnHt6EinzC-IX6y3GSF7jw,Saturday,07:00,15:30
LiMXTPwanF3LkkKHklFCjw,Friday,11:00,19:00
LiMXTPwanF3LkkKHklFCjw,Tuesday,11:00,19:00
LiMXTPwanF3LkkKHklFCjw,Thursday,11:00,19:00
LiMXTPwanF3LkkKHklFCjw,Wednesday,11:00,19:00
LiMXTPwanF3LkkKHklFCjw,Monday,11:00,18:00
r8BwdblCW-ZUES37BL0khw,Monday,06:00,14:00
r8BwdblCW-ZUES37BL0khw,Tuesday,06:00,14:00
r8BwdblCW-ZUES37BL0khw,Friday,06:00,14:00
r8BwdblCW-ZUES37BL0khw,Wednesday,06:00,14:00
r8BwdblCW-ZUES37BL0khw,Thursday,06:00,14:00
r8BwdblCW-ZUES37BL0khw,Sunday,07:00,14:00
r8BwdblCW-ZUES37BL0khw,Saturday,07:00,14:00
bN3jIkPqbqroQJteJsC2uw,Tuesday,12:00,20:00
bN3jIkPqbqroQJteJsC2uw,Friday,12:00,20:00
bN3jIkPqbqroQJteJsC2uw,Wednesday,12:00,20:00
bN3jIkPqbqroQJteJsC2uw,Thursday,12:00,20:00
bN3jIkPqbqroQJteJsC2uw,Saturday,12:00,20:00
8Nm_jcCYtMXYW0ODSHDiXA,Monday,16:30,22:00
8Nm_jcCYtMXYW0ODSHDiXA,Tuesday,16:30,22:00
8Nm_jcCYtMXYW0ODSHDiXA,Friday,16:30,22:30
8Nm_jcCYtMXYW0ODSHDiXA,Wednesday,16:30,22:00
8Nm_jcCYtMXYW0ODSHDiXA,Thursday,16:30,22:00
8Nm_jcCYtMXYW0ODSHDiXA,Sunday,15:00,21:00
8Nm_jcCYtMXYW0ODSHDiXA,Saturday,16:30,22:30
9tAbTDdYTASHL7EU1e-OWw,Monday,08:30,18:00
9tAbTDdYTASHL7EU1e-OWw,Tuesday,08:30,18:00
9tAbTDdYTASHL7EU1e-OWw,Friday,08:30,18:00
9tAbTDdYTASHL7EU1e-OWw,Wednesday,08:30,18:00
9tAbTDdYTASHL7EU1e-OWw,Thursday,08:30,18:00
9tAbTDdYTASHL7EU1e-OWw,Saturday,08:30,17:00
imM-x_nAxVtYGVFJJ4FS3Q,Monday,09:00,17:00
imM-x_nAxVtYGVFJJ4FS3Q,Tuesday,09:00,17:00
imM-x_nAxVtYGVFJJ4FS3Q,Friday,09:00,17:00
imM-x_nAxVtYGVFJJ4FS3Q,Wednesday,09:00,17:00
imM-x_nAxVtYGVFJJ4FS3Q,Thursday,09:00,17:00
imM-x_nAxVtYGVFJJ4FS3Q,Saturday,09:00,14:00
TpLtXNrNK0FcmSLtNN7rpQ,Monday,07:30,19:00
TpLtXNrNK0FcmSLtNN7rpQ,Tuesday,07:30,19:00
TpLtXNrNK0FcmSLtNN7rpQ,Friday,07:30,19:00
TpLtXNrNK0FcmSLtNN7rpQ,Wednesday,07:30,19:00
TpLtXNrNK0FcmSLtNN7rpQ,Thursday,07:30,19:00
TpLtXNrNK0FcmSLtNN7rpQ,Sunday,10:00,16:00
TpLtXNrNK0FcmSLtNN7rpQ,Saturday,08:00,17:00
